Location,year,week_of_year,Attribute,Value
Idaho Falls,2022,28,DNS (14% Protein),
Blackfoot / Pocatello,2022,28,DNS (14% Protein),
Grace / Soda Springs,2022,28,DNS (14% Protein),865.0
Burley / Rupert,2022,28,DNS (14% Protein),
Twin Falls / Buhl / Jerome / Wendell,2022,28,DNS (14% Protein),
Meridian,2022,28,DNS (14% Protein),884.0
Nezperce / Craigmont,2022,28,DNS (14% Protein),
Lewiston,2022,28,DNS (14% Protein),
Moscow / Genesee,2022,28,DNS (14% Protein),921.0
Rexburg / Ririe,2021,28,DNS (14% Protein),
Idaho Falls,2021,28,DNS (14% Protein),850.0
Blackfoot / Pocatello,2021,28,DNS (14% Protein),850.0
Grace / Soda Springs,2021,28,DNS (14% Protein),757.0
Burley / Rupert,2021,28,DNS (14% Protein),754.0
Twin Falls / Buhl / Jerome / Wendell,2021,28,DNS (14% Protein),
Meridian,2021,28,DNS (14% Protein),849.0
Nezperce / Craigmont,2021,28,DNS (14% Protein),874.0
Lewiston,2021,28,DNS (14% Protein),900.0
Moscow / Genesee,2021,28,DNS (14% Protein),888.5
Rexburg / Ririe,2023,29,DNS (14% Protein),
Idaho Falls,2023,29,DNS (14% Protein),
Blackfoot / Pocatello,2023,29,DNS (14% Protein),
Grace / Soda Springs,2023,29,DNS (14% Protein),914.0
Burley / Rupert,2023,29,DNS (14% Protein),
Twin Falls / Buhl / Jerome / Wendell,2023,29,DNS (14% Protein),
Meridian,2023,29,DNS (14% Protein),827.9999999999999
Nezperce / Craigmont,2023,29,DNS (14% Protein),867.0
Lewiston,2023,29,DNS (14% Protein),893.0
Moscow / Genesee,2023,29,DNS (14% Protein),876.0
Rexburg / Ririe,2022,29,DNS (14% Protein),
Idaho Falls,2022,29,DNS (14% Protein),
Blackfoot / Pocatello,2022,29,DNS (14% Protein),
Grace / Soda Springs,2022,29,DNS (14% Protein),873.0
Burley / Rupert,2022,29,DNS (14% Protein),
Twin Falls / Buhl / Jerome / Wendell,2022,29,DNS (14% Protein),
Meridian,2022,29,DNS (14% Protein),874.0
Nezperce / Craigmont,2022,29,DNS (14% Protein),898.0
Lewiston,2022,29,DNS (14% Protein),924.0
Moscow / Genesee,2022,29,DNS (14% Protein),912.5
Rexburg / Ririe,2021,29,DNS (14% Protein),871.0000000000001
Idaho Falls,2021,29,DNS (14% Protein),
Blackfoot / Pocatello,2021,29,DNS (14% Protein),
Grace / Soda Springs,2021,29,DNS (14% Protein),781.0
Burley / Rupert,2021,29,DNS (14% Protein),785.0
Twin Falls / Buhl / Jerome / Wendell,2021,29,DNS (14% Protein),
Meridian,2021,29,DNS (14% Protein),877.9999999999999
Nezperce / Craigmont,2021,29,DNS (14% Protein),907.0
Lewiston,2021,29,DNS (14% Protein),933.0
Moscow / Genesee,2021,29,DNS (14% Protein),916.5
Rexburg / Ririe,2023,30,DNS (14% Protein),
Idaho Falls,2023,30,DNS (14% Protein),
Blackfoot / Pocatello,2023,30,DNS (14% Protein),
Grace / Soda Springs,2023,30,DNS (14% Protein),885.0
Burley / Rupert,2023,30,DNS (14% Protein),
Twin Falls / Buhl / Jerome / Wendell,2023,30,DNS (14% Protein),
Meridian,2023,30,DNS (14% Protein),825.0
Nezperce / Craigmont,2023,30,DNS (14% Protein),855.0000000000001
Lewiston,2023,30,DNS (14% Protein),881.0
Moscow / Genesee,2023,30,DNS (14% Protein),864.5
Rexburg / Ririe,2022,30,DNS (14% Protein),894.9999999999999
Idaho Falls,2022,30,DNS (14% Protein),
Blackfoot / Pocatello,2022,30,DNS (14% Protein),
Grace / Soda Springs,2022,30,DNS (14% Protein),852.9999999999999
Burley / Rupert,2022,30,DNS (14% Protein),
Twin Falls / Buhl / Jerome / Wendell,2022,30,DNS (14% Protein),
Meridian,2022,30,DNS (14% Protein),892.0
Nezperce / Craigmont,2022,30,DNS (14% Protein),892.0
Lewiston,2022,30,DNS (14% Protein),918.0
Moscow / Genesee,2022,30,DNS (14% Protein),907.5
Rexburg / Ririe,2021,30,DNS (14% Protein),877.0
Idaho Falls,2021,30,DNS (14% Protein),
Blackfoot / Pocatello,2021,30,DNS (14% Protein),
Grace / Soda Springs,2021,30,DNS (14% Protein),786.0
Burley / Rupert,2021,30,DNS (14% Protein),807.0
Twin Falls / Buhl / Jerome / Wendell,2021,30,DNS (14% Protein),
Meridian,2021,30,DNS (14% Protein),884.0
Nezperce / Craigmont,2021,30,DNS (14% Protein),913.0
Lewiston,2021,30,DNS (14% Protein),939.0
Moscow / Genesee,2021,30,DNS (14% Protein),921.5
Rexburg / Ririe,2023,32,DNS (14% Protein),
Idaho Falls,2023,32,DNS (14% Protein),
Blackfoot / Pocatello,2023,32,DNS (14% Protein),
Grace / Soda Springs,2023,32,DNS (14% Protein),
Burley / Rupert,2023,32,DNS (14% Protein),
Twin Falls / Buhl / Jerome / Wendell,2023,32,DNS (14% Protein),
Meridian,2023,32,DNS (14% Protein),755.0
Nezperce / Craigmont,2023,32,DNS (14% Protein),779.0
Lewiston,2023,32,DNS (14% Protein),805.0000000000001
Moscow / Genesee,2023,32,DNS (14% Protein),788.5
Rexburg / Ririe,2022,32,DNS (14% Protein),907.0
Idaho Falls,2022,32,DNS (14% Protein),
Blackfoot / Pocatello,2022,32,DNS (14% Protein),
Grace / Soda Springs,2022,32,DNS (14% Protein),846.0000000000001
Burley / Rupert,2022,32,DNS (14% Protein),
Twin Falls / Buhl / Jerome / Wendell,2022,32,DNS (14% Protein),
Meridian,2022,32,DNS (14% Protein),875.0
Nezperce / Craigmont,2022,32,DNS (14% Protein),894.0
Lewiston,2022,32,DNS (14% Protein),920.0
Moscow / Genesee,2022,32,DNS (14% Protein),908.0
Rexburg / Ririe,2021,32,DNS (14% Protein),886.0
Idaho Falls,2021,32,DNS (14% Protein),
Blackfoot / Pocatello,2021,32,DNS (14% Protein),
Grace / Soda Springs,2021,32,DNS (14% Protein),795.0
Burley / Rupert,2021,32,DNS (14% Protein),813.0000000000001
Twin Falls / Buhl / Jerome / Wendell,2021,32,DNS (14% Protein),
Meridian,2021,32,DNS (14% Protein),915.0
Nezperce / Craigmont,2021,32,DNS (14% Protein),958.0
Lewiston,2021,32,DNS (14% Protein),984.0
Moscow / Genesee,2021,32,DNS (14% Protein),962.0
Rexburg / Ririe,2023,33,DNS (14% Protein),
Idaho Falls,2023,33,DNS (14% Protein),
Blackfoot / Pocatello,2023,33,DNS (14% Protein),
Grace / Soda Springs,2023,33,DNS (14% Protein),785.0
Burley / Rupert,2023,33,DNS (14% Protein),
Twin Falls / Buhl / Jerome / Wendell,2023,33,DNS (14% Protein),
Meridian,2023,33,DNS (14% Protein),719.0
Nezperce / Craigmont,2023,33,DNS (14% Protein),754.0
Lewiston,2023,33,DNS (14% Protein),780.0
Moscow / Genesee,2023,33,DNS (14% Protein),763.0
Rexburg / Ririe,2022,33,DNS (14% Protein),924.0
Idaho Falls,2022,33,DNS (14% Protein),
Blackfoot / Pocatello,2022,33,DNS (14% Protein),
Grace / Soda Springs,2022,33,DNS (14% Protein),827.9999999999999
Burley / Rupert,2022,33,DNS (14% Protein),
Twin Falls / Buhl / Jerome / Wendell,2022,33,DNS (14% Protein),
Meridian,2022,33,DNS (14% Protein),814.0
Nezperce / Craigmont,2022,33,DNS (14% Protein),832.0
Lewiston,2022,33,DNS (14% Protein),858.0
Moscow / Genesee,2022,33,DNS (14% Protein),846.5
Rexburg / Ririe,2021,33,DNS (14% Protein),
Idaho Falls,2021,33,DNS (14% Protein),
Blackfoot / Pocatello,2021,33,DNS (14% Protein),
Grace / Soda Springs,2021,33,DNS (14% Protein),808.0
Burley / Rupert,2021,33,DNS (14% Protein),860.0
Twin Falls / Buhl / Jerome / Wendell,2021,33,DNS (14% Protein),
Meridian,2021,33,DNS (14% Protein),924.0
Nezperce / Craigmont,2021,33,DNS (14% Protein),958.0
Lewiston,2021,33,DNS (14% Protein),984.0
Moscow / Genesee,2021,33,DNS (14% Protein),971.9
Rexburg / Ririe,2022,34,DNS (14% Protein),960.0
Idaho Falls,2022,34,DNS (14% Protein),
Blackfoot / Pocatello,2022,34,DNS (14% Protein),
Grace / Soda Springs,2022,34,DNS (14% Protein),841.0
Burley / Rupert,2022,34,DNS (14% Protein),
Twin Falls / Buhl / Jerome / Wendell,2022,34,DNS (14% Protein),
Meridian,2022,34,DNS (14% Protein),865.0
Nezperce / Craigmont,2022,34,DNS (14% Protein),910.0
Lewiston,2022,34,DNS (14% Protein),936.0
Moscow / Genesee,2022,34,DNS (14% Protein),912.5
Rexburg / Ririe,2023,34,DNS (14% Protein),
Idaho Falls,2023,34,DNS (14% Protein),
Blackfoot / Pocatello,2023,34,DNS (14% Protein),
Grace / Soda Springs,2023,34,DNS (14% Protein),774.0
Burley / Rupert,2023,34,DNS (14% Protein),
Twin Falls / Buhl / Jerome / Wendell,2023,34,DNS (14% Protein),
Meridian,2023,34,DNS (14% Protein),716.0
Nezperce / Craigmont,2023,34,DNS (14% Protein),745.0
Lewiston,2023,34,DNS (14% Protein),771.0
Moscow / Genesee,2023,34,DNS (14% Protein),753.5
Rexburg / Ririe,2021,34,DNS (14% Protein),896.0000000000001
Idaho Falls,2021,34,DNS (14% Protein),
Blackfoot / Pocatello,2021,34,DNS (14% Protein),
Grace / Soda Springs,2021,34,DNS (14% Protein),853.9999999999999
Burley / Rupert,2021,34,DNS (14% Protein),836.9999999999999
Twin Falls / Buhl / Jerome / Wendell,2021,34,DNS (14% Protein),
Meridian,2021,34,DNS (14% Protein),924.0
Nezperce / Craigmont,2021,34,DNS (14% Protein),963.0
Lewiston,2021,34,DNS (14% Protein),989.0
Moscow / Genesee,2021,34,DNS (14% Protein),977.0
Rexburg / Ririe,2022,37,DNS (14% Protein),983.0
Idaho Falls,2022,37,DNS (14% Protein),
Blackfoot / Pocatello,2022,37,DNS (14% Protein),
Grace / Soda Springs,2022,37,DNS (14% Protein),873.0
Burley / Rupert,2022,37,DNS (14% Protein),
Twin Falls / Buhl / Jerome / Wendell,2022,37,DNS (14% Protein),
Meridian,2022,37,DNS (14% Protein),894.9999999999999
Nezperce / Craigmont,2022,37,DNS (14% Protein),931.0
Lewiston,2022,37,DNS (14% Protein),957.0
Moscow / Genesee,2022,37,DNS (14% Protein),940.0
Rexburg / Ririe,2021,37,DNS (14% Protein),
Idaho Falls,2021,37,DNS (14% Protein),
Blackfoot / Pocatello,2021,37,DNS (14% Protein),
Grace / Soda Springs,2021,37,DNS (14% Protein),
Burley / Rupert,2021,37,DNS (14% Protein),830.0000000000001
Twin Falls / Buhl / Jerome / Wendell,2021,37,DNS (14% Protein),
Meridian,2021,37,DNS (14% Protein),910.0
Nezperce / Craigmont,2021,37,DNS (14% Protein),953.0
Lewiston,2021,37,DNS (14% Protein),979.0
Moscow / Genesee,2021,37,DNS (14% Protein),959.0
Rexburg / Ririe,2022,38,DNS (14% Protein),
Idaho Falls,2022,38,DNS (14% Protein),
Blackfoot / Pocatello,2022,38,DNS (14% Protein),
Grace / Soda Springs,2022,38,DNS (14% Protein),876.0
Burley / Rupert,2022,38,DNS (14% Protein),
Twin Falls / Buhl / Jerome / Wendell,2022,38,DNS (14% Protein),
Meridian,2022,38,DNS (14% Protein),923.0
Nezperce / Craigmont,2022,38,DNS (14% Protein),957.0
Lewiston,2022,38,DNS (14% Protein),983.0
Moscow / Genesee,2022,38,DNS (14% Protein),962.9
Rexburg / Ririe,2022,39,DNS (14% Protein),1016.0
Idaho Falls,2022,39,DNS (14% Protein),
Blackfoot / Pocatello,2022,39,DNS (14% Protein),
Grace / Soda Springs,2022,39,DNS (14% Protein),897.0000000000001
Burley / Rupert,2022,39,DNS (14% Protein),
Twin Falls / Buhl / Jerome / Wendell,2022,39,DNS (14% Protein),
Meridian,2022,39,DNS (14% Protein),922.0
Nezperce / Craigmont,2022,39,DNS (14% Protein),961.0
Lewiston,2022,39,DNS (14% Protein),987.0
Moscow / Genesee,2022,39,DNS (14% Protein),970.0
Rexburg / Ririe,2021,39,DNS (14% Protein),904.0
Idaho Falls,2021,39,DNS (14% Protein),
Blackfoot / Pocatello,2021,39,DNS (14% Protein),
Grace / Soda Springs,2021,39,DNS (14% Protein),843.0
Burley / Rupert,2021,39,DNS (14% Protein),861.9999999999999
Twin Falls / Buhl / Jerome / Wendell,2021,39,DNS (14% Protein),
Meridian,2021,39,DNS (14% Protein),925.0
Nezperce / Craigmont,2021,39,DNS (14% Protein),953.0
Lewiston,2021,39,DNS (14% Protein),979.0
Moscow / Genesee,2021,39,DNS (14% Protein),959.5
Rexburg / Ririe,2023,2,HWW,996.0
Idaho Falls,2023,2,HWW,
Blackfoot / Pocatello,2023,2,HWW,
Grace / Soda Springs,2023,2,HWW,861.9999999999999
Burley / Rupert,2023,2,HWW,
Twin Falls / Buhl / Jerome / Wendell,2023,2,HWW,
Meridian,2023,2,HWW,
Nezperce / Craigmont,2023,2,HWW,
Lewiston,2023,2,HWW,
Moscow / Genesee,2023,2,HWW,
Rexburg / Ririe,2022,2,HWW,937.0
Idaho Falls,2022,2,HWW,
Blackfoot / Pocatello,2022,2,HWW,
Grace / Soda Springs,2022,2,HWW,
Burley / Rupert,2022,2,HWW,906.0
Twin Falls / Buhl / Jerome / Wendell,2022,2,HWW,
Meridian,2022,2,HWW,
Nezperce / Craigmont,2022,2,HWW,
Lewiston,2022,2,HWW,
Moscow / Genesee,2022,2,HWW,
Rexburg / Ririe,2021,2,HWW,590.0
Idaho Falls,2021,2,HWW,570.0
Blackfoot / Pocatello,2021,2,HWW,570.0
Grace / Soda Springs,2021,2,HWW,
Burley / Rupert,2021,2,HWW,571.0
Twin Falls / Buhl / Jerome / Wendell,2021,2,HWW,
Meridian,2021,2,HWW,
Nezperce / Craigmont,2021,2,HWW,
Lewiston,2021,2,HWW,
Moscow / Genesee,2021,2,HWW,
Rexburg / Ririe,2022,3,HWW,963.0
Idaho Falls,2022,3,HWW,
Blackfoot / Pocatello,2022,3,HWW,
Grace / Soda Springs,2022,3,HWW,863.0000000000001
Burley / Rupert,2022,3,HWW,880.0000000000001
Twin Falls / Buhl / Jerome / Wendell,2022,3,HWW,
Meridian,2022,3,HWW,
Nezperce / Craigmont,2022,3,HWW,
Lewiston,2022,3,HWW,
Moscow / Genesee,2022,3,HWW,
Rexburg / Ririe,2023,3,HWW,
Idaho Falls,2023,3,HWW,
Blackfoot / Pocatello,2023,3,HWW,
Grace / Soda Springs,2023,3,HWW,912.0
Burley / Rupert,2023,3,HWW,
Twin Falls / Buhl / Jerome / Wendell,2023,3,HWW,
Meridian,2023,3,HWW,
Nezperce / Craigmont,2023,3,HWW,
Lewiston,2023,3,HWW,
Moscow / Genesee,2023,3,HWW,
Rexburg / Ririe,2021,3,HWW,595.0
Idaho Falls,2021,3,HWW,600.0
Blackfoot / Pocatello,2021,3,HWW,600.0
Grace / Soda Springs,2021,3,HWW,
Burley / Rupert,2021,3,HWW,572.0
Twin Falls / Buhl / Jerome / Wendell,2021,3,HWW,
Meridian,2021,3,HWW,
Nezperce / Craigmont,2021,3,HWW,
Lewiston,2021,3,HWW,
Moscow / Genesee,2021,3,HWW,
Rexburg / Ririe,2023,4,HWW,1038.0
Idaho Falls,2023,4,HWW,
Blackfoot / Pocatello,2023,4,HWW,
Grace / Soda Springs,2023,4,HWW,894.0
Burley / Rupert,2023,4,HWW,
Twin Falls / Buhl / Jerome / Wendell,2023,4,HWW,
Meridian,2023,4,HWW,
Nezperce / Craigmont,2023,4,HWW,
Lewiston,2023,4,HWW,
Moscow / Genesee,2023,4,HWW,
Rexburg / Ririe,2021,4,HWW,
Idaho Falls,2021,4,HWW,
Blackfoot / Pocatello,2021,4,HWW,
Grace / Soda Springs,2021,4,HWW,
Burley / Rupert,2021,4,HWW,568.0
Twin Falls / Buhl / Jerome / Wendell,2021,4,HWW,
Meridian,2021,4,HWW,
Nezperce / Craigmont,2021,4,HWW,
Lewiston,2021,4,HWW,
Moscow / Genesee,2021,4,HWW,
Rexburg / Ririe,2022,4,HWW,1010.0
Idaho Falls,2022,4,HWW,
Blackfoot / Pocatello,2022,4,HWW,
Grace / Soda Springs,2022,4,HWW,
Burley / Rupert,2022,4,HWW,910.0
Twin Falls / Buhl / Jerome / Wendell,2022,4,HWW,
Meridian,2022,4,HWW,
Nezperce / Craigmont,2022,4,HWW,
Lewiston,2022,4,HWW,
Moscow / Genesee,2022,4,HWW,
Rexburg / Ririe,2022,41,HWW,1062.0
Idaho Falls,2022,41,HWW,
Blackfoot / Pocatello,2022,41,HWW,
Grace / Soda Springs,2022,41,HWW,989.0
Burley / Rupert,2022,41,HWW,
Twin Falls / Buhl / Jerome / Wendell,2022,41,HWW,
Meridian,2022,41,HWW,
Nezperce / Craigmont,2022,41,HWW,
Lewiston,2022,41,HWW,
Moscow / Genesee,2022,41,HWW,
Rexburg / Ririe,2020,42,HWW,525.0
Idaho Falls,2020,42,HWW,500.0
Blackfoot / Pocatello,2020,42,HWW,500.0
Grace / Soda Springs,2020,42,HWW,
Burley / Rupert,2020,42,HWW,497.0
Twin Falls / Buhl / Jerome / Wendell,2020,42,HWW,
Nampa / Weiser,2020,42,HWW,
Nezperce / Craigmont,2020,42,HWW,
Lewiston,2020,42,HWW,
Moscow / Genesee,2020,42,HWW,
Rexburg / Ririe,2021,41,HWW,828.9999999999999
Idaho Falls,2021,41,HWW,
Blackfoot / Pocatello,2021,41,HWW,
Grace / Soda Springs,2021,41,HWW,
Burley / Rupert,2021,41,HWW,807.0
Twin Falls / Buhl / Jerome / Wendell,2021,41,HWW,
Meridian,2021,41,HWW,
Nezperce / Craigmont,2021,41,HWW,
Lewiston,2021,41,HWW,
Moscow / Genesee,2021,41,HWW,
Rexburg / Ririe,2022,42,HWW,1031.0
Idaho Falls,2022,42,HWW,
Blackfoot / Pocatello,2022,42,HWW,
Grace / Soda Springs,2022,42,HWW,859.0
Burley / Rupert,2022,42,HWW,
Twin Falls / Buhl / Jerome / Wendell,2022,42,HWW,
Meridian,2022,42,HWW,
Nezperce / Craigmont,2022,42,HWW,
Lewiston,2022,42,HWW,
Moscow / Genesee,2022,42,HWW,
Rexburg / Ririe,2021,42,HWW,855.0000000000001
Idaho Falls,2021,42,HWW,
Blackfoot / Pocatello,2021,42,HWW,
Grace / Soda Springs,2021,42,HWW,
Burley / Rupert,2021,42,HWW,825.0
Twin Falls / Buhl / Jerome / Wendell,2021,42,HWW,
Meridian,2021,42,HWW,
Nezperce / Craigmont,2021,42,HWW,
Lewiston,2021,42,HWW,
Moscow / Genesee,2021,42,HWW,
Rexburg / Ririe,2020,43,HWW,550.0
Idaho Falls,2020,43,HWW,
Blackfoot / Pocatello,2020,43,HWW,
Grace / Soda Springs,2020,43,HWW,
Burley / Rupert,2020,43,HWW,545.0
Twin Falls / Buhl / Jerome / Wendell,2020,43,HWW,
Nampa / Weiser,2020,43,HWW,
Nezperce / Craigmont,2020,43,HWW,
Lewiston,2020,43,HWW,
Moscow / Genesee,2020,43,HWW,
Rexburg / Ririe,2022,43,HWW,1021.0
Idaho Falls,2022,43,HWW,
Blackfoot / Pocatello,2022,43,HWW,
Grace / Soda Springs,2022,43,HWW,943.0
Burley / Rupert,2022,43,HWW,
Twin Falls / Buhl / Jerome / Wendell,2022,43,HWW,
Meridian,2022,43,HWW,
Nezperce / Craigmont,2022,43,HWW,
Lewiston,2022,43,HWW,
Moscow / Genesee,2022,43,HWW,
Rexburg / Ririe,2021,43,HWW,885.0
Idaho Falls,2021,43,HWW,
Blackfoot / Pocatello,2021,43,HWW,
Grace / Soda Springs,2021,43,HWW,
Burley / Rupert,2021,43,HWW,852.0
Twin Falls / Buhl / Jerome / Wendell,2021,43,HWW,
Meridian,2021,43,HWW,
Nezperce / Craigmont,2021,43,HWW,
Lewiston,2021,43,HWW,
Moscow / Genesee,2021,43,HWW,
Rexburg / Ririe,2020,44,HWW,525.0
Idaho Falls,2020,44,HWW,510.0
Blackfoot / Pocatello,2020,44,HWW,510.0
Grace / Soda Springs,2020,44,HWW,512.0
Burley / Rupert,2020,44,HWW,484.0
Twin Falls / Buhl / Jerome / Wendell,2020,44,HWW,
Nampa / Weiser,2020,44,HWW,
Nezperce / Craigmont,2020,44,HWW,
Lewiston,2020,44,HWW,
Moscow / Genesee,2020,44,HWW,
Rexburg / Ririe,2022,45,HWW,
Idaho Falls,2022,45,HWW,
Blackfoot / Pocatello,2022,45,HWW,
Grace / Soda Springs,2022,45,HWW,955.0
Burley / Rupert,2022,45,HWW,
Twin Falls / Buhl / Jerome / Wendell,2022,45,HWW,
Meridian,2022,45,HWW,
Nezperce / Craigmont,2022,45,HWW,
Lewiston,2022,45,HWW,
Moscow / Genesee,2022,45,HWW,
Rexburg / Ririe,2021,45,HWW,910.0
Idaho Falls,2021,45,HWW,
Blackfoot / Pocatello,2021,45,HWW,
Grace / Soda Springs,2021,45,HWW,
Burley / Rupert,2021,45,HWW,886.0
Twin Falls / Buhl / Jerome / Wendell,2021,45,HWW,
Meridian,2021,45,HWW,
Nezperce / Craigmont,2021,45,HWW,
Lewiston,2021,45,HWW,
Moscow / Genesee,2021,45,HWW,
Rexburg / Ririe,2020,46,HWW,535.5
Idaho Falls,2020,46,HWW,525.0
Blackfoot / Pocatello,2020,46,HWW,525.0
Grace / Soda Springs,2020,46,HWW,
Burley / Rupert,2020,46,HWW,517.0
Twin Falls / Buhl / Jerome / Wendell,2020,46,HWW,
Nampa / Weiser,2020,46,HWW,
Nezperce / Craigmont,2020,46,HWW,
Lewiston,2020,46,HWW,
